title,year,certificate,duration,genre,rating,description,stars,votes
Narcos: Mexico,(20182021),TV-MA,50 min,"Crime, Drama",8.4,The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.,"['Scoot McNairy, ', 'Jos Mara Yazpik, ', 'Alejandro Edda, ', 'Alfonso Dosal']","83,199"
Grace and Frankie,(20152022),TV-MA,30 min,Comedy,8.2,"Finding out that their husbands are not just work partners, but have also been romantically involved for the last twenty years, two women with an already strained relationship try to cope with the circumstances together.","['Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']","51,896"
Snowpiercer,(20202023),TV-MA,60 min,"Action, Drama, Sci-Fi",6.9,"Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.","['Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Iddo Goldberg']","54,342"
The Killing,(20112014),TV-14,45 min,"Crime, Drama, Mystery",8.3,"A police investigation, the saga of a grieving family, and a Seattle mayoral campaign all interlock after the body of 17-year-old Rosie Larsen is found in the trunk of a submerged car.","['Mireille Enos, ', 'Joel Kinnaman, ', 'Billy Campbell, ', 'Liam James']","111,425"
Skins,(20072013),TV-MA,46 min,Drama,8.2,The story of a group of British teens who are trying to grow up and find love and happiness despite questionable parenting and teachers who would rather be friends (and lovers) than authority figures.,"['Kaya Scodelario, ', 'Nicholas Hoult, ', 'Joe Dempsie, ', 'Hannah Murray']","83,918"
Bleach,(20042012),TV-14,24 min,"Animation, Action, Adventure",8.2,"High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"""".""","['Johnny Yong Bosch, ', 'Michelle Ruff, ', 'Stephanie Sheh, ', 'Jamieson Price']","53,769"
Orphan Black,(20132017),TV-MA,44 min,"Drama, Sci-Fi, Thriller",8.3,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,"['Tatiana Maslany, ', 'Dylan Bruce, ', 'Jordan Gavaris, ', 'Kevin Hanchard']","110,756"
Altered Carbon,(20182020),TV-MA,60 min,"Action, Drama, Sci-Fi",7.9,"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.","['Chris Conner, ', 'Rene Elise Goldsberry, ', 'Dichen Lachman, ', 'Will Yun Lee']","167,469"
Supergirl,(20152021),TV-PG,43 min,"Action, Adventure, Drama",6.2,The adventures of Superman's cousin in her own superhero career.,"['Melissa Benoist, ', 'Chyler Leigh, ', 'David Harewood, ', 'Katie McGrath']","123,705"
Chilling Adventures of Sabrina,(20182020),TV-14,60 min,"Drama, Fantasy, Horror",7.4,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.","['Kiernan Shipka, ', 'Ross Lynch, ', 'Lucy Davis, ', 'Chance Perdomo']","93,761"
Death Note,(20062007),TV-14,24 min,"Animation, Crime, Drama",9.0,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,"['Mamoru Miyano, ', 'Brad Swaile, ', 'Vincent Tong, ', 'Ry Nait']","316,300"
Heartbreak High,(19941999),TV-MA,50 min,"Drama, Romance",7.8,A crash course in the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.,"['Callan Mulvey, ', 'Lara Cox, ', 'Emma Roche, ', 'Ada Nicodemou']","3,208"
The End of the F***ing World,(20172019),TV-MA,25 min,"Adventure, Comedy, Crime",8.1,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","['Jessica Barden, ', 'Alex Lawther, ', 'Steve Oram, ', 'Christine Bottomley']","186,272"
Jessica Jones,(20152019),TV-MA,56 min,"Action, Crime, Drama",7.9,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.","['Krysten Ritter, ', 'Rachael Taylor, ', 'Eka Darville, ', 'Carrie-Anne Moss']","213,221"
Anne with an E,(20172019),TV-PG,60 min,"Drama, Family",8.7,"The adventures of a young orphan girl living in the early 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.","['Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']","54,248"
Jane the Virgin,(20142019),TV-PG,60 min,Comedy,7.9,"A young, devout Catholic woman discovers that she was accidentally artificially inseminated.","['Gina Rodriguez, ', 'Andrea Navedo, ', 'Yael Grobglas, ', 'Justin Baldoni']","50,019"
Queen of the South,(20162021),TV-MA,42 min,"Action, Crime, Drama",8.0,Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.,"['Alice Braga, ', 'Hemky Madera, ', 'Peter Gadiot, ', 'Veronica Falcn']","30,158"
Fullmetal Alchemist: Brotherhood,(20092010),TV-14,24 min,"Animation, Action, Adventure",9.1,Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,"['Kent Williams, ', 'Iemasa Kayumi, ', 'Matthew Leonhart, ', 'Vic Mignogna']","164,032"
Ray Donovan,(20132020),TV-MA,60 min,"Crime, Drama",8.3,"Ray Donovan, a professional ""fixer"""" for the rich and famous in Los Angeles"," can make anyone's problems disappear except those created by his own family.""","['Liev Schreiber, ', 'Eddie Marsan, ', 'Dash Mihok, ', 'Pooch Hall']"
The IT Crowd,(20062013),TV-14,25 min,Comedy,8.5,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.","[""Chris O'Dowd"," """""
DC's Legends of Tomorrow,(20162022),TV-14,42 min,"Action, Adventure, Drama",6.8,"Time-traveling rogue Rip Hunter must recruit a ragtag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.","['Caity Lotz, ', 'Amy Louise Pemberton, ', 'Dominic Purcell, ', 'Nick Zano']","104,446"
Iron Fist,(20172018),TV-MA,55 min,"Action, Adventure, Crime",6.4,A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,"['Finn Jones, ', 'Jessica Henwick, ', 'Jessica Stroup, ', 'Tom Pelphrey']","130,223"
Merl. Sapere Aude,(20192021),TV-MA,50 min,"Comedy, Drama",7.7,"Pol Rubio starts to study Philosophy at the University of Barcelona while the relationship between Bruno and him begins to strengthen. Pol will meet new friends, new colleagues and new ...                See full summary","['Carlos Cuevas, ', 'Mara Pujalte, ', 'Pablo Capuz, ', 'Boris Ruiz']","2,298"
The Affair,(20142019),TV-MA,60 min,Drama,7.9,A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.,"['Dominic West, ', 'Ruth Wilson, ', 'Maura Tierney, ', 'Julia Goldani Telles']","45,649"
Bates Motel,(20132017),TV-MA,45 min,"Drama, Horror, Mystery",8.1,"A contemporary prequel to Psycho, giving a portrayal of how Norman Bates' psyche unravels through his teenage years, and how deeply intricate his relationship with his mother, Norma, truly is.","['Vera Farmiga, ', 'Freddie Highmore, ', 'Max Thieriot, ', 'Nicola Peltz Beckham']","107,362"
Star Trek: Enterprise,(20012005),TV-PG,60 min,"Action, Adventure, Drama",7.5,"A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.","['Scott Bakula, ', 'John Billingsley, ', 'Jolene Blalock, ', 'Dominic Keating']","53,374"
Luther,(20102019),TV-MA,60 min,"Crime, Drama, Mystery",8.4,DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,"['Idris Elba, ', 'Dermot Crowley, ', 'Michael Smiley, ', 'Warren Brown']","136,105"
Borgen,(20102022),TV-14,58 min,Drama,8.5,"A political drama about a prime minister's rise to power, and how power changes a prime minister.","['Sidse Babett Knudsen, ', 'Birgitte Hjort Srensen, ', 'Sren Malling, ', 'Lisbeth Wulff']","26,360"
Reign,(20132017),TV-14,42 min,Drama,7.4,"Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.","['Adelaide Kane, ', 'Megan Follows, ', 'Celina Sinden, ', 'Torrance Coombs']","49,625"
Freaks and Geeks,(19992000),TV-14,44 min,"Comedy, Drama",8.8,A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,"['Linda Cardellini, ', 'John Francis Daley, ', 'James Franco, ', 'Samm Levine']","142,164"
Workin' Moms,(20172023),TV-MA,30 min,"Comedy, Drama",7.8,"Four very different thirtysomething working-mother friends try to balance their jobs, family lives, and love lives in modern-day Toronto, Canada.","['Catherine Reitman, ', 'Dani Kind, ', 'Philip Sternberg, ', 'Ryan Belleville']","17,710"
Poldark,(20152019),TV-14,60 min,"Drama, Romance",8.3,"Ross Poldark returns home after American Revolutionary War and rebuilds his life with a new business venture, making new enemies and finding a new love where he least expects it.","['Aidan Turner, ', 'Eleanor Tomlinson, ', 'Jack Farthing, ', 'Beatie Edney']","31,763"
Penny Dreadful,(20142016),TV-MA,60 min,"Drama, Fantasy, Horror",8.2,"Explorer Sir Malcolm Murray, American gunslinger Ethan Chandler, scientist Victor Frankenstein and medium Vanessa Ives unite to combat supernatural threats in Victorian London.","['Josh Hartnett, ', 'Timothy Dalton, ', 'Eva Green, ', 'Reeve Carney']","121,814"
Medici,(20162019),TV-14,60 min,"Biography, Drama, History",7.9,"A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly.","['Daniel Sharman, ', 'Alessandra Mastronardi, ', 'Synnove Karlsen, ', 'Sebastian De Souza']","19,261"
Californication,(20072014),TV-MA,28 min,"Comedy, Drama",8.3,"A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women.","['David Duchovny, ', 'Natascha McElhone, ', 'Evan Handler, ', 'Pamela Adlon']","180,641"
Shadowhunters,(20162019),TV-14,42 min,"Action, Drama, Fantasy",6.5,"After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.","['Katherine McNamara, ', 'Dominic Sherwood, ', 'Alberto Rosende, ', 'Matthew Daddario']","63,040"
iZombie,(20152019),TV-14,42 min,"Comedy, Crime, Drama",7.8,"A medical resident finds that being a zombie has its perks, which she uses to assist the police.","['Rose McIver, ', 'Malcolm Goodwin, ', 'Rahul Kohli, ', 'Robert Buckley']","67,849"
The Ranch,(20162020),TV-MA,30 min,"Comedy, Drama, Western",7.5,The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,"['Ashton Kutcher, ', 'Sam Elliott, ', 'Grady Lee Richmond, ', 'Elisha Cuthbert']","38,824"
Will & Grace,(19982020),TV-14,22 min,"Comedy, Romance",7.3,"Gay lawyer Will and straight interior designer Grace share a New York City apartment. Their best friends are gleeful and proud gay Jack and charismatic, filthy-rich, amoral socialite Karen.","['Eric McCormack, ', 'Debra Messing, ', 'Megan Mullally, ', 'Sean Hayes']","55,858"
Black Clover,(20172021),TV-PG,24 min,"Animation, Action, Adventure",8.3,"Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.","['Dallas Reid, ', 'Jill Harris, ', 'Cris George, ', 'Christopher Sabat']","22,411"
Lost in Space,(20182021),TV-PG,60 min,"Adventure, Drama, Family",7.3,"After crash-landing on an alien planet, the Robinson family fight against all odds to survive and escape, but they're surrounded by hidden dangers.","['Molly Parker, ', 'Toby Stephens, ', 'Maxwell Jenkins, ', 'Taylor Russell']","99,084"
Happy Valley,(20142022),TV-MA,58 min,"Crime, Drama, Thriller",8.5,Yorkshire based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,"['Sarah Lancashire, ', 'Siobhan Finneran, ', 'Charlie Murphy, ', 'James Norton']","39,851"
Revenge,(20112015),TV-14,44 min,"Drama, Mystery, Thriller",7.8,An emotionally troubled young woman sets out to exact revenge against the people who wronged her father.,"['Madeleine Stowe, ', 'Emily VanCamp, ', 'Gabriel Mann, ', 'Nick Wechsler']","119,927"
Shameless,(20042013),TV-MA,90 min,"Comedy, Crime, Drama",8.0,The lives and relationships of a group of siblings and their estranged father Frank Gallagher on a rough Manchester estate.,"['David Threlfall, ', 'Rebecca Atkinson, ', 'Alice Barry, ', 'Nicky Evans']","16,895"
Merl,(20152018),TV-MA,58 min,"Comedy, Drama, Romance",8.6,"TV series about a high school philosophy teacher, Merl, who teaches in an original way, and about the students of his class, including his own son, and the relationship, friendship, love, and problems among the students of the class.","['Francesc Orella, ', 'Pere Ponce, ', 'Carlos Cuevas, ', 'Marta Marco']","8,555"
Madam Secretary,(20142019),TV-PG,45 min,"Drama, Thriller",7.7,A political drama which looks into the life of the Secretary of State as she tries to balance work with family.,"['Ta Leoni, ', 'Tim Daly, ', 'Erich Bergen, ', 'Zeljko Ivanek']","23,203"
Full House,(19871995),TV-G,22 min,"Comedy, Drama, Family",6.7,A widowed broadcaster raises his three daughters with assistance from his rock'n'roll brother-in-law and his madcap best friend.,"['Bob Saget, ', 'John Stamos, ', 'Dave Coulier, ', 'Candace Cameron Bure']","58,833"
Nashville,(20122018),TV-PG,43 min,"Drama, Music, Romance",7.7,"Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.","['Hayden Panettiere, ', 'Clare Bowen, ', 'Charles Esten, ', 'Jonathan Jackson']","25,744"
Sense8,(20152018),TV-MA,60 min,"Drama, Mystery, Sci-Fi",8.2,"A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.","['Bae Doona, ', 'Jamie Clayton, ', 'Tina Desai, ', 'Tuppence Middleton']","153,913"
Travelers,(20162018),TV-MA,45 min,"Drama, Mystery, Sci-Fi",8.0,"Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.","['Eric McCormack, ', 'MacKenzie Porter, ', 'Nesta Cooper, ', 'Jared Abrahamson']","56,239"
Castlevania,(20172021),TV-MA,23 min,"Animation, Action, Adventure",8.3,A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,"['Richard Armitage, ', 'James Callis, ', 'Alejandra Reynoso, ', 'Theo James']","64,403"
Castle Rock,(20182019),TV-MA,60 min,"Drama, Fantasy, Horror",7.5,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.","['Bill Skarsgrd, ', 'Andr Holland, ', 'Lizzy Caplan, ', 'Melanie Lynskey']","45,696"
